conditions,drug,indication,type,effective,easeofuse,satisfaction
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Alum-Mag Hydroxide-Simeth",Off Label,OTC,4,4,4
gastroesophageal reflux disease,Aluminum-Magnesium Hydroxide,Off Label,OTC,1,5,1
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,5,4,5
gastroesophageal reflux disease,"Aluminum-Magnesium-Alginate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,1,5,1
gastroesophageal reflux disease,"Calcium Carbonate-Mag Hydroxid, Calcium Carbonate, Dihydroxyaluminum Sod Carb",Off Label,OTC,1,1,1
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,1,1,1
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,3,3,3
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,4,5,3
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,4,5,3
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX,2,5,2
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,5,4,5
genital herpes simplex,Valacyclovir,On Label,RX,4.29,4.6,4.15
genital herpes simplex,Valacyclovir,On Label,RX,3.96,4.16,3.61
genital herpes simplex,Acyclovir,On Label,RX,4.25,3.5,3.75
genital herpes simplex,Acyclovir,On Label,RX,3.17,4.09,3.17
genital herpes simplex,Acyclovir,On Label,RX,3.17,4.09,3.17
genital herpes simplex,Acyclovir-Hydrocortisone,Off Label,RX,4.57,4.79,4.43
genital herpes simplex,Acyclovir Sodium,On Label,RX,2,3,1.67
genital herpes simplex,Acyclovir,On Label,RX,3.67,4,4
genital herpes simplex,Acyclovir,On Label,RX,3.67,4,4
genital herpes simplex,Acyclovir Sodium,On Label,RX,5,4.5,5
genital herpes simplex,Acyclovir-Hydrocortisone,Off Label,RX,1,1,1
gout,Meloxicam,Off Label,RX,3.44,4.26,3.15
gout,Celecoxib,Off Label,RX,3.85,4.47,3.46
gout,Naproxen,On Label,RX,2.82,3.7,2.42
gout,Naproxen,On Label,RX,2.82,3.7,2.42
gout,Naproxen,On Label,RX,2.82,3.7,2.42
gout,Meloxicam,Off Label,RX,3.4,4.13,3.09
gout,Diclofenac Sodium,Off Label,RX,3.67,4.19,3.33
gout,Diclofenac Sodium,Off Label,RX,3.67,4.19,3.33
gout,Indomethacin,On Label,RX,3.97,4.25,3.67
gout,Indomethacin,On Label,RX,3.97,4.25,3.67
gout,Indomethacin,On Label,RX,3.97,4.25,3.67
gout,Ibuprofen,Off Label,RX/OTC,3.37,3.98,3.13
gout,Ibuprofen,Off Label,RX/OTC,3.37,3.98,3.13
gout,Ibuprofen,Off Label,RX/OTC,3.37,3.98,3.13
gout,Ibuprofen,Off Label,RX/OTC,3.37,3.98,3.13
gout,Diclofenac Sodium,Off Label,RX,3.9,4.31,3.61
gout,Etodolac,Off Label,RX,2.89,3.83,2.81
gout,Etodolac,Off Label,RX,2.89,3.83,2.81
gout,Naproxen Sodium,Off Label,OTC,3.5,4.24,3.13
gout,Diclofenac-Misoprostol,Off Label,RX,3.84,4.01,3.35
gout,Piroxicam,Off Label,RX,3.45,4.07,3.25
gout,Naproxen Sodium,On Label,RX/OTC,3.12,4.23,2.73
gout,Naproxen Sodium,On Label,RX/OTC,3.12,4.23,2.73
gout,Diclofenac-Misoprostol,Off Label,RX,4.52,4.64,4.05
gout,Diclofenac Potassium,Off Label,RX,3.95,4.45,3.7
gout,Diclofenac Potassium,Off Label,RX,3.95,4.45,3.7
gout,Indomethacin,On Label,RX,4.22,4.41,4.06
gout,Indomethacin,On Label,RX,4.22,4.41,4.06
gout,Indomethacin,On Label,RX,4.22,4.41,4.06
gout,Naproxen,On Label,RX,3.27,3.64,2.91
gout,Naproxen,On Label,RX,3.27,3.64,2.91
gout,Oxaprozin,Off Label,RX,3.44,4.12,3.32
gout,Mefenamic Acid,Off Label,RX,3.86,4.47,3.88
gout,Diclofenac Potassium,Off Label,RX,3.71,4.25,3.46
gout,Oxaprozin,Off Label,RX,3.36,4.24,3.08
gout,Piroxicam,Off Label,RX,4.32,4.2,3.72
gout,Ibuprofen-Famotidine,Off Label,RX,4.18,4.27,4.05
gout,Diclofenac Sodium,Off Label,RX,4.09,4.04,3.87
gout,Celecoxib,Off Label,RX,3,3.5,2.85
gout,Diclofenac Potassium,Off Label,RX,3.73,4.47,3.6
gout,Ibuprofen,Off Label,RX/OTC,3.64,4.18,3.64
gout,Ibuprofen,Off Label,RX/OTC,3.64,4.18,3.64
gout,Ibuprofen,Off Label,RX/OTC,3.64,4.18,3.64
gout,Ibuprofen,Off Label,RX/OTC,3.64,4.18,3.64
gout,Ketoprofen,Off Label,RX,4.5,4.17,4.5
gout,Ketoprofen,Off Label,RX,4.5,4.17,4.5
gout,Ibuprofen,Off Label,OTC,4.2,4.4,4.2
gout,Ibuprofen,Off Label,OTC,4.2,4.4,4.2
gout,Diclofenac-Misoprostol,Off Label,RX,3.85,4.15,3.08
gout,Ibuprofen,Off Label,OTC,4.21,4.79,4
gout,Diflunisal,Off Label,RX,3.13,4,2.38
gout,Naproxen Sodium,Off Label,RX,3,3.86,3
gout,Fenoprofen,Off Label,RX,4.33,4.83,4.33
gout,Ibuprofen,Off Label,OTC,4.75,5,4.75
gout,Mefenamic Acid,Off Label,RX,3.44,4.22,3.44
gout,Etodolac,Off Label,RX,4,4.88,4.13
gout,Diflunisal,Off Label,RX,4.67,4.67,4.67
gout,Ibuprofen,Off Label,OTC,4,4.4,4.2
gout,Meclofenamate,Off Label,RX,3.86,4.43,3.86
gout,Flurbiprofen,Off Label,RX,4.5,4.33,3.83
gout,Indomethacin,On Label,RX,4.4,4.6,4.2
gout,Naproxen Sodium,On Label,RX,3.33,3.67,3
gout,Ketoprofen,Off Label,RX,3,3.5,3
gout,Naproxen Sodium,Off Label,RX,4.33,4.33,4.33
gout,Naproxen Sodium,Off Label,OTC,4,5,5
gout,Ketoprofen,Off Label,RX,5,5,5
gout,Naproxen Sodium,On Label,RX,4,5,4
gout,Flurbiprofen,Off Label,RX,5,5,5
gout,Tolmetin,Off Label,RX,5,4.5,5
gout,Ibuprofen,Off Label,OTC,4,4.67,4.33
gout,Ibuprofen,Off Label,OTC,4,4.67,4.33
gout,Ibuprofen,Off Label,OTC,4,4.67,4.33
gout,Tolmetin,Off Label,RX,3,3.5,3
gout,Ibuprofen,Off Label,OTC,2.5,3,1
gout,Ibuprofen,Off Label,OTC,2.5,3,1
gout,Ketoprofen,Off Label,OTC,5,5,5
gout,Ibuprofen,Off Label,RX,4.5,4.5,4
gout,Naproxen Sodium,Off Label,OTC,3.5,4,3
gout,Ibuprofen,Off Label,OTC,4,4.5,4
gout,Fenoprofen,Off Label,RX,3,5,2
gout,Meclofenamate,Off Label,RX,5,5,5
gout,Naproxen Sodium,Off Label,OTC,4,5,5
gout,Ibuprofen,Off Label,OTC,5,5,5
gout,"Acetaminophen-Pamabrom, Ibuprofen",Off Label,OTC,5,5,5
gout,Ibuprofen,Off Label,OTC,3.5,4.5,2.5
gout,Ibuprofen,Off Label,OTC,4,4,5
gout,Ketoprofen,Off Label,OTC,4,4,4
gout,Ibuprofen,Off Label,OTC,3,5,3
gout,Ibuprofen,Off Label,RX,5,5,5
gout,Tolmetin,Off Label,RX,1,1,1
gout,"Pseudoephedrine-Ibuprofen, Ibuprofen",Off Label,OTC,5,5,5
gout,"Pseudoephedrine-Ibuprofen, Ibuprofen",Off Label,OTC,5,5,5
gout,Ibuprofen,Off Label,OTC,5,5,5
gout,Ibuprofen,Off Label,OTC,4,3,3
gout,Indomethacin,On Label,RX,1,4,1
gout,Ibuprofen,Off Label,OTC,4,4,4
gout,Ibuprofen,Off Label,OTC,4,4,4
gout,Ibuprofen,Off Label,OTC,4,4,4
gout,Naproxen,Off Label,RX,1,5,1
gout,Naproxen Sodium,Off Label,OTC,4,3,4
gout,Ibuprofen-Famotidine,Off Label,RX,5,5,5
gout,Ibuprofen,Off Label,RX,4,5,2
gout,Ibuprofen,Off Label,OTC,5,5,5
gout,Indomethacin,On Label,RX,3,5,4
gout,Ibuprofen,Off Label,RX,3,3,3
gout,Fenoprofen,Off Label,RX,3,4,4
gout,Naproxen Sodium,Off Label,RX,5,5,5
gout,Ibuprofen,Off Label,OTC,5,5,5
gout,Ibuprofen,Off Label,OTC,5,5,5
gout,Ibuprofen,Off Label,OTC,4,3,4
hemorrhoids,Hydrocortisone Acetate,On Label,RX,3.66,3.89,3.29
hemorrhoids,Hydrocortisone,Off Label,RX/OTC,4.2,4.2,4
hemorrhoids,Hydrocortisone,Off Label,RX/OTC,4.2,4.2,4
hemorrhoids,Hydrocortisone Acetate,On Label,RX,2.67,3.27,2.6
hemorrhoids,Hydrocortisone Acetate,On Label,RX,2.67,3.27,2.6
hemorrhoids,Hydrocortisone Acetate,On Label,RX,2.67,3.27,2.6
hemorrhoids,Lidocaine,On Label,RX/OTC,3.31,3.75,3.25
hemorrhoids,Lidocaine,On Label,RX/OTC,3.31,3.75,3.25
hemorrhoids,Lidocaine,On Label,RX/OTC,3.31,3.75,3.25
hemorrhoids,"Phenyleph-Shark Oil-Glyc-Pet, Phenyleph-Min Oil-Petrolatum, Cocoa Butter-Shark Liver Oil",On Label,OTC,2.75,3.56,2.63
hemorrhoids,"Phenyleph-Shark Oil-Glyc-Pet, Phenyleph-Min Oil-Petrolatum, Cocoa Butter-Shark Liver Oil",On Label,OTC,2.75,3.56,2.63
hemorrhoids,Lidocaine,On Label,OTC,4.4,4.8,4.4
hemorrhoids,"Hydrocortisone Acetate, Hydrocortison-Resor-Bismth-Zno, Hydrocortisone",On Label,RX,4,4,3.2
hemorrhoids,"Hydrocortisone Acetate, Hydrocortison-Resor-Bismth-Zno, Hydrocortisone",On Label,RX,4,4,3.2
hemorrhoids,"Bismuth Subg-Balsam-Znox-Resor, Starch, Pramoxine-Mineral Oil-Zinc",On Label,OTC,3.5,3.5,3.75
hemorrhoids,"Pramoxine-Calamine-Camphor, Pramoxine-Calamine",On Label,OTC,5,5,5
hemorrhoids,Phenylephrine-Witch Hazel,On Label,OTC,2.86,4,2
hemorrhoids,Pramoxine,On Label,OTC,2.67,2.67,2.33
hemorrhoids,"Cocoa Butter-Zinc Oxide, Zinc Oxide",On Label,OTC,3.33,4.67,3.33
hemorrhoids,Phenyleph-Pramoxin-Glycr-W.Pet,On Label,OTC,2.2,3.2,1.8
hemorrhoids,Hydrocortisone,Off Label,RX,3.75,4,3.5
hemorrhoids,Hydrocortisone,Off Label,RX,3.75,4,3.5
hemorrhoids,Hydrocortisone Acetate,Off Label,OTC,2.4,3.6,2.4
hemorrhoids,Phenylephrine Hcl,On Label,OTC,3,3,1
hemorrhoids,Pramoxine-Zinc Oxide,On Label,OTC,5,5,5
hemorrhoids,Hydrocortisone,Off Label,RX,4,3,3
hemorrhoids,"Hydrocortisone Acetate, Bismuth Subg-Balsam-Znox-Resor",On Label,RX/OTC,1,1,1
hemorrhoids,Hydrocortisone Acetate,On Label,RX,3,4,2
hemorrhoids,Lidocaine-Hydrocortisone-Aloe,On Label,RX,5,4,5
hemorrhoids,"Starch, Pramoxine-Mineral Oil-Zinc",On Label,OTC,5,5,5
hemorrhoids,"Phenylephrine Hcl, Bismuth Subg-Balsam-Znox-Resor",On Label,OTC,4,2.5,3.5
hemorrhoids,"Phenylephrine Hcl, Bismuth Subg-Balsam-Znox-Resor",On Label,OTC,4,2.5,3.5
hemorrhoids,Phenylephrine-Cocoa Butter,On Label,OTC,3,4,5
hemorrhoids,Hydrocortisone,Off Label,RX,3,5,3
hemorrhoids,Lidocaine-Hydrocortisone-Aloe,On Label,RX,5,3,4
hemorrhoids,Pramoxine-Zinc Acetate,On Label,OTC,5,5,5
hemorrhoids,Lidocaine,On Label,OTC,3,4,3
hemorrhoids,"Phenylephrine-Zinc Oxide, Phenylephrn-Pramoxine-Mo-W.Pet",On Label,OTC,5,5,5
hemorrhoids,"Phenyleph-Shark Oil-Cocoa Butr, Skin Rsp Ftr-Srk Liv-Phenylmer, Phenyleph-Shark Liv Oil-Mo-Pet",On Label,OTC,4,4,4
hemorrhoids,"Phenyleph-Shark Oil-Cocoa Butr, Skin Rsp Ftr-Srk Liv-Phenylmer, Phenyleph-Shark Liv Oil-Mo-Pet",On Label,OTC,4,4,4
hemorrhoids,Lidocaine,On Label,OTC,5,5,5
hemorrhoids,Zinc Oxide,On Label,OTC,1,1,1
hemorrhoids,Hydrocortisone Acetate,Off Label,RX/OTC,2,4,2
hemorrhoids,Hydrocortisone Acetate,Off Label,RX/OTC,2,4,2
hemorrhoids,Pramoxine-Calamine,On Label,OTC,5,3,5
hemorrhoids,Phenyleph-Pramoxin-Glycr-W.Pet,On Label,OTC,4,4,5
hemorrhoids,Phenyleph-Min Oil-Petrolatum,On Label,OTC,5,4,5
hemorrhoids,Phenylephrine-Cocoa Butter,On Label,OTC,4,4,4
hemorrhoids,Lidocaine-Hydrocortisone-Aloe,On Label,RX,4,3,4
hemorrhoids,Hydrocortisone,Off Label,OTC,4,5,4
hemorrhoids,Hydrocortisone,Off Label,RX,3,3,2
hemorrhoids,"Diphenhydramine-Calamine, Pramoxine-Calamine",On Label,OTC,3,5,4
hemorrhoids,Hydrocortisone Acetate,On Label,RX,1,5,1
herpes zoster,Valacyclovir,On Label,RX,4.29,4.6,4.15
herpes zoster,Valacyclovir,On Label,RX,3.96,4.16,3.61
herpes zoster,Famciclovir,On Label,RX,3.92,4.13,3.33
herpes zoster,Acyclovir,On Label,RX,4.25,3.5,3.75
herpes zoster,Acyclovir Sodium,On Label,RX,2,3,1.67
herpes zoster,Acyclovir Sodium,On Label,RX,5,4.5,5
hypercholesterolemia,Simvastatin,On Label,RX,3.06,3.83,2.14
hypercholesterolemia,Atorvastatin,On Label,RX,3.33,3.84,2.45
hypercholesterolemia,Rosuvastatin,On Label,RX,3.26,3.82,2.22
hypercholesterolemia,Simvastatin,On Label,RX,3.14,3.8,2.34
hypercholesterolemia,Pravastatin,On Label,RX,2.85,3.66,2.07
hypercholesterolemia,Ezetimibe,On Label,RX,2.96,3.86,2.46
hypercholesterolemia,"Fenofibrate Micronized, Fenofibrate Nanocrystallized",On Label,RX,3.16,4.01,2.4
hypercholesterolemia,Niacin,On Label,RX,3.11,3.34,2.73
hypercholesterolemia,Fenofibric Acid (Choline),On Label,RX,2.64,3.67,2.31
hypercholesterolemia,Pitavastatin Calcium,On Label,RX,2.94,3.28,2.16
hypercholesterolemia,Lovastatin,On Label,RX,2.82,3.71,2.18
hypercholesterolemia,Atorvastatin,On Label,RX,3.38,3.8,2.55
hypercholesterolemia,Pravastatin,On Label,RX,2.75,3.74,1.98
hypercholesterolemia,Ezetimibe-Simvastatin,On Label,RX,4.25,4.41,3.33
hypercholesterolemia,Fenofibrate,On Label,RX,3.53,4.04,2.96
hypercholesterolemia,Cholestyramine-Aspartame,On Label,RX,4.38,4.38,4.08
hypercholesterolemia,Colestipol,On Label,RX,4.08,3.68,3.78
hypercholesterolemia,Colestipol,On Label,RX,4.08,3.68,3.78
hypercholesterolemia,Niacin,On Label,RX/OTC,3.41,3.53,3.18
hypercholesterolemia,Cholestyramine-Aspartame,On Label,RX,4.18,3.71,3.58
hypercholesterolemia,Amlodipine-Atorvastatin,On Label,RX,3.56,4.25,3.38
hypercholesterolemia,Cholestyramine-Aspartame,On Label,RX,3.89,4.11,3.61
hypercholesterolemia,Evolocumab,On Label,RX,3.79,3.79,2.42
hypercholesterolemia,Niacin,On Label,"
",3.19,3.56,3.13
hypercholesterolemia,Rosuvastatin,On Label,RX,3.2,4.25,2.9
hypercholesterolemia,Niacin,On Label,RX,2.64,3.09,2.09
hypercholesterolemia,Ezetimibe-Simvastatin,On Label,RX,4.64,4.5,3.79
hypercholesterolemia,Colestipol,On Label,RX,4.54,4.38,4.5
hypercholesterolemia,Colestipol,On Label,RX,4.54,4.38,4.5
hypercholesterolemia,Cholestyramine (With Sugar),On Label,RX,4.3,4.35,4.1
hypercholesterolemia,Ezetimibe-Simvastatin,On Label,RX,4.4,4.53,3.67
hypercholesterolemia,Lovastatin,On Label,RX,3.25,4.31,2.88
hypercholesterolemia,Cholestyramine-Aspartame,On Label,RX,4.56,4.25,4.5
hypercholesterolemia,Fluvastatin,On Label,RX,3.71,4.36,3.21
hypercholesterolemia,Fenofibrate,On Label,RX,1,1,1
hypercholesterolemia,Fluvastatin,On Label,RX,2.8,3.8,2.7
hypercholesterolemia,Fenofibrate,On Label,RX,3.3,4,2.8
hypercholesterolemia,Niacin,On Label,"
",4,4.43,4.29
hypercholesterolemia,Fenofibrate Micronized,On Label,RX,3.67,4.33,3.67
hypercholesterolemia,Fenofibrate Nanocrystallized,On Label,RX,3.6,3.4,3.2
hypercholesterolemia,Cholestyramine-Aspartame,On Label,RX,4.43,3.86,4
hypercholesterolemia,Alirocumab,On Label,RX,4.29,4.43,3.86
hypercholesterolemia,Amlodipine-Atorvastatin,On Label,RX,4,4,3.75
hypercholesterolemia,Fenofibric Acid,On Label,RX,3,5,2.33
hypercholesterolemia,"Fenofibrate Micronized, Fenofibrate",On Label,RX,5,5,4.5
hypercholesterolemia,Fenofibric Acid (Choline),On Label,RX,1.5,1.5,1
hypercholesterolemia,Niacin,On Label,OTC,3,3,3
hypercholesterolemia,Pitavastatin Calcium,On Label,RX,3.67,2.67,3
hypercholesterolemia,Fenofibrate Nanocrystallized,On Label,RX,5,3,3
hypercholesterolemia,Lovastatin,On Label,RX,3.5,3.5,4
hypercholesterolemia,Fluvastatin,On Label,RX,4.5,5,3.5
hypercholesterolemia,Fluvastatin,On Label,RX,4.5,5,3.5
hypercholesterolemia,Niacin,On Label,RX/OTC,4.5,3,4.5
hypercholesterolemia,Colestipol,On Label,RX,4,5,5
hypercholesterolemia,Evolocumab,On Label,RX,4.5,4.5,4
hypercholesterolemia,Evolocumab,On Label,RX,5,5,5
hypercholesterolemia,Lovastatin,On Label,RX,3,3,3
hypercholesterolemia,Niacin,On Label,OTC,5,2,3
hypercholesterolemia,Niacin,On Label,RX,1,1,1
hypertension,Lisinopril,On Label,RX,3.4,4,2.72
hypertension,Lisinopril,On Label,RX,3.4,4,2.72
hypertension,Atenolol,On Label,RX,3.74,4.29,3.35
hypertension,Nebivolol,On Label,RX,3.28,3.97,2.66
hypertension,Valsartan,On Label,RX,3.55,4.14,3.04
hypertension,Hydrochlorothiazide,On Label,RX,3.3,3.96,2.77
hypertension,Amlodipine,On Label,RX,3.23,3.89,2.56
hypertension,Metoprolol Succinate,On Label,RX,3.21,3.83,2.63
hypertension,Amlodipine,On Label,RX,3.31,3.95,2.65
hypertension,Metoprolol Succinate,On Label,RX,3.52,4.05,3.07
hypertension,Olmesartan,On Label,RX,3.75,4.19,3.11
hypertension,Losartan,On Label,RX,2.98,3.74,2.49
hypertension,Metoprolol Tartrate,On Label,RX,3.21,3.84,2.67
hypertension,Lisinopril-Hydrochlorothiazide,On Label,RX,3.63,4.02,2.75
hypertension,Clonidine Hcl,On Label,RX,3.47,3.68,2.76
hypertension,Clonidine Hcl,On Label,RX,3.47,3.68,2.76
hypertension,Valsartan-Hydrochlorothiazide,On Label,RX,3.85,4.19,3.29
hypertension,Spironolactone,On Label,RX,3.88,4.36,3.5
hypertension,Propranolol,On Label,RX,3.5,4.23,3.17
hypertension,Propranolol,On Label,RX,3.5,4.23,3.17
hypertension,Propranolol,On Label,RX,3.5,4.23,3.17
hypertension,Propranolol,On Label,RX,3.5,4.23,3.17
hypertension,Carvedilol,On Label,RX,3.11,3.67,2.65
hypertension,Carvedilol,On Label,RX,3.25,3.65,2.72
hypertension,Amlodipine-Olmesartan,On Label,RX,3.7,4.18,3.14
hypertension,Amlodipine-Valsartan,On Label,RX,3.71,4.08,2.87
hypertension,Amlodipine-Benazepril,On Label,RX,3.93,4.34,3.29
hypertension,Furosemide,On Label,RX,3.05,4.16,2.97
hypertension,Furosemide,On Label,RX,3.05,4.16,2.97
hypertension,Verapamil,On Label,RX,3.24,4.04,2.88
hypertension,Verapamil,On Label,RX,3.24,4.04,2.88
hypertension,Verapamil,On Label,RX,3.24,4.04,2.88
hypertension,Furosemide,On Label,RX,3.21,4.01,2.99
hypertension,Furosemide,On Label,RX,3.21,4.01,2.99
hypertension,Losartan-Hydrochlorothiazide,On Label,RX,3.71,4.19,3.13
hypertension,Propranolol,On Label,RX,3.71,4.32,3.3
hypertension,Aliskiren,On Label,RX,3.09,4.03,2.63
hypertension,Enalapril Maleate,On Label,RX,3.56,4.23,3.06
hypertension,Enalapril Maleate,On Label,RX,3.56,4.23,3.06
hypertension,Losartan-Hydrochlorothiazide,On Label,RX,3.43,4.04,2.83
hypertension,Telmisartan,On Label,RX,3.69,3.89,3.17
hypertension,Diltiazem Hcl,On Label,RX,3.05,3.85,2.53
hypertension,Diltiazem Hcl,On Label,RX,3.05,3.85,2.53
hypertension,Diltiazem Hcl,On Label,RX,3.05,3.85,2.53
hypertension,Diltiazem Hcl,On Label,RX,3.05,3.85,2.53
hypertension,Diltiazem Hcl,On Label,RX,3.05,3.85,2.53
hypertension,Diltiazem Hcl,On Label,RX,3.05,3.85,2.53
hypertension,Metoprolol Tartrate,On Label,RX,3.43,4.03,2.94
hypertension,Ramipril,On Label,RX,3.92,4.43,3.5
hypertension,Triamterene-Hydrochlorothiazid,On Label,RX,3.88,4.24,3.45
hypertension,Telmisartan-Hydrochlorothiazid,On Label,RX,3.94,3.97,3.4
hypertension,Irbesartan-Hydrochlorothiazide,On Label,RX,3.95,4.42,3.59
hypertension,Labetalol,On Label,RX,3.05,3.72,2.59
hypertension,Terazosin,On Label,RX,3.43,4.14,3.03
hypertension,Amlodipine-Benazepril,On Label,RX,3.68,4.06,3.08
hypertension,Hydralazine,On Label,RX,2.57,3.1,2.02
hypertension,Candesartan,On Label,RX,4.05,4.27,3.44
hypertension,Benazepril,On Label,RX,3.57,4.01,3.16
hypertension,Doxazosin,On Label,RX,3.09,4.46,2.81
hypertension,Doxazosin,On Label,RX,3.09,4.46,2.81
hypertension,Olmesartan-Amlodipin-Hcthiazid,On Label,RX,4.05,4.25,3.3
hypertension,Prazosin,On Label,RX,3.53,4.06,3.38
hypertension,Valsartan,On Label,RX,3.07,3.8,2.6
hypertension,Nifedipine,On Label,RX,3.29,3.71,2.63
hypertension,Nifedipine,On Label,RX,3.29,3.71,2.63
hypertension,Diltiazem Hcl,On Label,RX,2.83,3.88,2.52
hypertension,Spironolactone,On Label,RX,3.95,4.4,3.25
hypertension,Bisoprolol Fumarate,On Label,RX,3.1,3.97,2.72
hypertension,Bisoprolol-Hydrochlorothiazide,On Label,RX,3.92,4.4,3.52
hypertension,Triamterene-Hydrochlorothiazid,On Label,RX,3.83,4.46,3.31
hypertension,Azilsartan Med-Chlorthalidone,On Label,RX,3.68,3.84,2.53
hypertension,Chlorthalidone,On Label,RX,3.02,3.9,2.25
hypertension,Diltiazem Hcl,On Label,RX,2.9,3.83,2.52
hypertension,Azilsartan Medoxomil,On Label,RX,3.84,4.07,2.91
hypertension,Guanfacine,On Label,RX,3.39,3.94,3.16
hypertension,Guanfacine,On Label,RX,3.39,3.94,3.16
hypertension,Atenolol,On Label,RX,4.02,4.51,3.51
hypertension,Carvedilol Phosphate,On Label,RX,2.84,3.61,2.42
hypertension,Atenolol-Chlorthalidone,On Label,RX,3.98,4.29,3.09
hypertension,Lisinopril,On Label,RX,3.55,4.23,2.52
hypertension,Nadolol,On Label,RX,4,4.25,3.44
hypertension,Benazepril-Hydrochlorothiazide,On Label,RX,3.76,4.24,3.04
hypertension,Clonidine Hcl,On Label,RX,3.32,3.92,2.48
hypertension,Terazosin,On Label,RX,3.24,3.86,2.97
hypertension,Doxazosin,On Label,RX,3.2,3.73,2.83
hypertension,Nifedipine,On Label,RX,3.83,4.22,3.02
hypertension,Amlodipine-Valsartan-Hcthiazid,On Label,RX,3.98,4.25,3.32
hypertension,Nifedipine,On Label,RX,3.7,3.93,3
hypertension,Quinapril,On Label,RX,3.64,4.21,3.4
hypertension,Enalapril Maleate,On Label,RX,3.78,4.39,3.05
hypertension,Lisinopril-Hydrochlorothiazide,On Label,RX,3.77,3.96,2.91
hypertension,Felodipine,On Label,RX,3.64,4.21,3.12
hypertension,Propranolol,On Label,RX,4.22,4.72,4
hypertension,Quinapril,On Label,RX,3.84,4.26,3.58
hypertension,Amlodipine-Atorvastatin,On Label,RX,3.56,4.25,3.38
hypertension,Diltiazem Hcl,Off Label,RX,3.55,3.95,2.7
hypertension,Torsemide,On Label,RX,3.85,4.1,3.1
hypertension,Nisoldipine,On Label,RX,3,3.65,2.48
hypertension,Nisoldipine,On Label,RX,3,3.65,2.48
hypertension,Trandolapril-Verapamil,On Label,RX,4.26,4.49,3.97
hypertension,Triamterene-Hydrochlorothiazid,On Label,RX,3.46,4.21,3.18
hypertension,Bumetanide,Off Label,RX,3.78,4.17,3.61
hypertension,Telmisartan,On Label,RX,3.61,3.77,3.16
hypertension,Candesartan-Hydrochlorothiazid,On Label,RX,4.34,4.66,4.17
hypertension,Minoxidil,On Label,RX,3.21,3.54,2.89
hypertension,Indapamide,On Label,RX,3.43,4.52,2.9
hypertension,Trandolapril,On Label,RX,4.18,3.91,3.55
hypertension,Perindopril Erbumine,On Label,RX,3.22,3.89,2.67
hypertension,Metolazone,On Label,RX,3.69,4.62,3.31
hypertension,Fosinopril,On Label,RX,3.89,4.74,3.59
hypertension,Prazosin,On Label,RX,4,4.33,3.78
hypertension,Bisoprolol Fumarate,On Label,RX,3.76,4.47,3.18
hypertension,Diltiazem Hcl,On Label,RX,3.88,4.13,3.06
hypertension,Hydrochlorothiazide,On Label,RX,4.12,4.41,3.94
hypertension,Irbesartan-Hydrochlorothiazide,On Label,RX,3.38,3.5,2.71
hypertension,Bisoprolol-Hydrochlorothiazide,On Label,RX,3.35,3.87,2.96
hypertension,Lisinopril-Hydrochlorothiazide,On Label,RX,3.7,4.22,3.35
hypertension,Diltiazem Hcl,On Label,RX,3.26,4.16,2.95
hypertension,Nifedipine,On Label,RX,3.91,4,3.18
hypertension,Methyldopa,On Label,RX,3.68,3.59,2.86
hypertension,Benazepril-Hydrochlorothiazide,On Label,RX,4.24,4.71,3.29
hypertension,Nebivolol,On Label,RX,4,4.29,3.82
hypertension,Clonidine,On Label,RX,3.83,4.17,2.67
hypertension,Eprosartan,On Label,RX,4.75,4.92,4.42
hypertension,Nadolol,On Label,RX,5,5,5
hypertension,Metoprolol Ta-Hydrochlorothiaz,On Label,RX,4.11,4.22,3.94
hypertension,Bumetanide,Off Label,RX,4,4.5,3.63
hypertension,Felodipine,On Label,RX,3.95,4.32,3.37
hypertension,Olmesartan,On Label,RX,3.89,4,3.32
hypertension,Telmisartan-Amlodipine,On Label,RX,4.4,4.6,4.35
hypertension,Captopril,On Label,RX,3.43,3.5,3.07
hypertension,Isradipine,On Label,RX,3.26,4.32,2.63
hypertension,Benazepril,On Label,RX,3.69,3.75,3.06
hypertension,Spironolacton-Hydrochlorothiaz,On Label,RX,3.27,3.67,3
hypertension,Acebutolol,On Label,RX,4,4.4,4.4
hypertension,Eplerenone,On Label,RX,3.5,3.5,3.5
hypertension,Enalapril-Hydrochlorothiazide,On Label,RX,4,4.44,2.75
hypertension,Pindolol,On Label,RX,4.18,4.36,3.45
hypertension,Nifedipine,On Label,RX,3.85,4.15,3
hypertension,Diltiazem Hcl,On Label,RX,4,3.73,3.36
hypertension,Diltiazem Hcl,On Label,RX,3.44,4.44,3.33
hypertension,Clonidine,On Label,RX,4.58,4.75,4.17
hypertension,Propranolol,On Label,RX,3.86,5,3.29
hypertension,Isradipine,On Label,RX,4.29,4.29,3.29
hypertension,Torsemide,On Label,RX,3.17,3,2.67
